time,mean_tension,piece,rating1,rating2,rating3,rating4,rating5,rating6,rating7,rating8,rating9,rating10,rating11,rating12,rating13,rating14,rating15,rating16
0.0,,music/HCHTMenSym.wav,,,,,,,,,,,,,,,,
0.1,-0.1951999006561167,music/HCHTMenSym.wav,-0.6628161677359051,-0.5301044576703177,0.03592977103753055,-1.4916779358289747,1.42669910331877,-0.053089497180065365,0.5541905388587071,1.6229843058419489,-0.1845314543854601,1.304605348670179,-2.4230922240724597,-1.239623627153868,-0.7459939679019592,-0.9812303742681511,1.1303600094179331,0.5082359817558202
0.2,-0.19652190769146183,music/HCHTMenSym.wav,-0.6628161677359051,-0.5301044576703177,0.05226182847026957,-1.5197629665688956,1.42669910331877,-0.053089497180065365,0.5541905388587071,1.6229843058419489,-0.1845314543854601,1.304605348670179,-2.4230922240724597,-1.239623627153868,-0.7459939679019592,-0.9812303742681511,1.1303600094179331,0.5082359817558202
0.30000000000000004,-0.207105388952102,music/HCHTMenSym.wav,-0.6628161677359051,-0.5301044576703177,0.05226182847026957,-1.6138527629374073,1.42669910331877,-0.053089497180065365,0.5541905388587071,1.6229843058419489,-0.1845314543854601,1.304605348670179,-2.4230922240724597,-1.239623627153868,-0.7459939679019592,-0.9812303742681511,1.1303600094179331,0.5082359817558202
0.4,-0.19293494283827237,music/HCHTMenSym.wav,-0.6628161677359051,-0.5301044576703177,0.05226182847026957,-1.4878739515741084,1.42669910331877,-0.053089497180065365,0.5541905388587071,1.6229843058419489,-0.1845314543854601,1.304605348670179,-2.4230922240724597,-1.239623627153868,-0.7459939679019592,-0.9812303742681511,1.1303600094179331,0.5082359817558202
0.5,-0.19293494283827237,music/HCHTMenSym.wav,-0.6628161677359051,-0.5301044576703177,0.05226182847026957,-1.4878739515741084,1.42669910331877,-0.053089497180065365,0.5541905388587071,1.6229843058419489,-0.1845314543854601,1.304605348670179,-2.4230922240724597,-1.239623627153868,-0.7459939679019592,-0.9812303742681511,1.1303600094179331,0.5082359817558202
0.6000000000000001,-0.22513209850240679,music/HCHTMenSym.wav,-0.6795225166326495,-0.5301044576703177,-0.08247764534982778,-1.4878739515741084,1.42669910331877,-0.053089497180065365,0.5541905388587071,1.6229843058419489,-0.1845314543854601,1.304605348670179,-2.4230922240724597,-1.239623627153868,-0.7459939679019592,-1.116025321055958,1.1303600094179331,0.5082359817558202
0.7000000000000001,-0.548376719709067,music/HCHTMenSym.wav,-0.9256924910785997,-0.7471899999501814,-2.1688979823822447,-1.5182370386407986,1.42669910331877,-0.053089497180065365,0.5541905388587071,1.6229843058419489,-0.1845314543854601,1.304605348670179,-2.4230922240724597,-1.239623627153868,-0.7459939679019592,-1.4097119377808571,1.1303600094179331,0.5082359817558202
0.8,-0.5857375616309973,music/HCHTMenSym.wav,-1.0349147040390416,-1.1268260788199957,-2.0545735803530714,-1.5519947304426078,1.42669910331877,-0.053089497180065365,0.5541905388587071,1.6229843058419489,-0.1845314543854601,1.2927508777348569,-2.4230922240724597,-1.239623627153868,-0.7459939679019592,-1.4170939002482221,1.2257407921452423,0.5082359817558202
0.9,-0.6353308426530332,music/HCHTMenSym.wav,-1.036420065583586,-1.3169366960772688,-2.074988652143995,-1.554459740703336,1.42669910331877,-0.053089497180065365,0.5541905388587071,1.6229843058419489,-0.1845314543854601,1.1814376130828705,-2.4230922240724597,-1.239623627153868,-0.7459939679019592,-1.4170939002482221,1.1106534412458062,0.5082359817558202
1.0,-1.1068753650508538,music/HCHTMenSym.wav,-1.036420065583586,-1.543412035936262,-2.160731953665876,-1.554459740703336,1.42669910331877,-0.053089497180065365,0.5541905388587071,1.6229843058419489,-0.1845314543854601,0.15059573324298733,-2.4230922240724597,-1.239623627153868,-0.7459939679019592,-1.4170939002482221,-1.7384348209493583,0.5082359817558202
1.1,-1.2804457059819758,music/HCHTMenSym.wav,-1.036420065583586,-1.6346157450833376,-2.1852300398149835,-1.554459740703336,1.42669910331877,-0.053089497180065365,0.5541905388587071,1.6229843058419489,-0.1845314543854601,-1.1662904590640628,-2.4230922240724597,-1.239623627153868,-0.7459939679019592,-1.4170939002482221,-1.8489305911033995,0.5082359817558202
1.2000000000000002,-1.3749527387564036,music/HCHTMenSym.wav,-1.21394813187421,-1.646581727898376,-2.3934637720824075,-1.554459740703336,1.42669910331877,-0.053089497180065365,0.5541905388587071,1.6229843058419489,-0.1845314543854601,-1.60875384448672,-2.4230922240724597,-1.239623627153868,-0.7459939679019592,-1.4170939002482221,-1.8489305911033995,0.5082359817558202
1.3,-1.388295606506584,music/HCHTMenSym.wav,-1.310325843061037,-1.646581727898376,-2.3934637720824075,-1.554459740703336,1.42669910331877,-0.053089497180065365,0.5541905388587071,1.6229843058419489,-0.1845314543854601,-1.630997565952244,-2.4230922240724597,-1.239623627153868,-0.7459939679019592,-1.4170939002482221,-1.8489305911033995,0.5082359817558202
1.4000000000000001,-1.3952997084505867,music/HCHTMenSym.wav,-1.3644280330362222,-1.646581727898376,-2.401629800798777,-1.554459740703336,1.42669910331877,-0.053089497180065365,0.5541905388587071,1.6229843058419489,-0.1845314543854601,-1.630997565952244,-2.4230922240724597,-1.239623627153868,-0.7459939679019592,-1.4170939002482221,-1.8489305911033995,0.5082359817558202
1.5,-1.4078576568400305,music/HCHTMenSym.wav,-1.3844284223855385,-1.646581727898376,-2.405712815156962,-1.554459740703336,1.42669910331877,-0.053089497180065365,0.5541905388587071,1.6229843058419489,-0.1845314543854601,-1.7185574653952196,-2.4230922240724597,-1.239623627153868,-0.7459939679019592,-1.4170939002482221,-1.8489305911033995,0.5082359817558202
1.6,-1.455264162347119,music/HCHTMenSym.wav,-1.3844284223855385,-1.646581727898376,-2.405712815156962,-1.554459740703336,1.42669910331877,-0.053089497180065365,0.5541905388587071,1.6229843058419489,-0.1845314543854601,-2.075433197646191,-2.4230922240724597,-1.239623627153868,-0.7459939679019592,-1.4170939002482221,-1.913510553803493,0.5082359817558202
