time,mean_tension,piece,rating1,rating2,rating3,rating4,rating5,rating6,rating7,rating8,rating9,rating10,rating11,rating12,rating13,rating14,rating15
0.0,,music/37.wav,,,,,,,,,,,,,,,
0.1,2.752496998446905,music/37.wav,1.714638689301084,1.8817706181549712,0.15107554340541002,0.7424681094909625,2.0219065402463428,-0.013259090641211516,-0.48094568712613484,-0.09138220951287349,-0.7842332588844029,-2.114442427488744,3.4224961484577774,-0.09851574032204383,2.3364666811593793,6.7889189933272585,1.2070845436188187
0.2,2.757476115486278,music/37.wav,1.714638689301084,1.351613186282036,0.15107554340541002,0.7424681094909625,2.0219065402463428,-0.013259090641211516,-0.48094568712613484,-0.09138220951287349,-0.7842332588844029,-2.114442427488744,3.4224961484577774,-0.09851574032204383,2.3364666811593793,6.7889189933272585,1.7672256505522002
0.30000000000000004,2.890343514443907,music/37.wav,1.355218370333761,1.057344485145321,0.15107554340541002,0.7424681094909625,2.0219065402463428,-0.013259090641211516,-0.48094568712613484,-0.09138220951287349,-0.7842332588844029,-2.114442427488744,3.4224961484577774,-0.09851574032204383,2.3364666811593793,6.7889189933272585,3.2210269967915104
0.4,2.724780192138529,music/37.wav,0.9387312608557756,1.057344485145321,0.15107554340541002,0.7424681094909625,2.0219065402463428,-0.013259090641211516,-0.48094568712613484,-0.09138220951287349,-0.7842332588844029,-2.114442427488744,3.4224961484577774,-0.09851574032204383,1.755950342299491,6.7889189933272585,3.2210269967915104
0.5,2.49929914889737,music/37.wav,0.7766684137273956,1.057344485145321,0.1107689237169319,0.7424681094909625,2.0219065402463428,-0.013259090641211516,-0.48094568712613484,-0.09138220951287349,-0.7842332588844029,-2.114442427488744,3.4224961484577774,-0.09851574032204383,0.600498677503599,6.7889189933272585,3.2210269967915104
0.6000000000000001,2.188196780593699,music/37.wav,0.7766684137273956,-0.08499302926667399,-0.4897997096413925,0.7424681094909625,2.0219065402463428,-0.013259090641211516,-0.48094568712613484,-0.09138220951287349,-0.7842332588844029,-2.114442427488744,3.4224961484577774,-0.09851574032204383,0.46998183722385084,6.7889189933272585,3.2210269967915104
0.7000000000000001,1.9722004810933995,music/37.wav,0.9639911766324567,-1.4305230759830698,-0.6228115546133706,0.7424681094909625,2.0219065402463428,-0.022745048174125208,-0.48094568712613484,-0.09138220951287349,-0.7842332588844029,-2.114442427488744,3.4224961484577774,-0.09851574032204383,0.46998183722385084,6.7889189933272585,3.2210269967915104
0.8,1.860955938494186,music/37.wav,0.11659058169277946,-1.4305230759830698,-0.5945969208314358,0.7424681094909625,2.0219065402463428,-0.07966079337160738,-0.48094568712613484,-0.09138220951287349,-0.7842332588844029,-2.114442427488744,3.4224961484577774,-0.09851574032204383,0.46998183722385084,6.99511874896171,3.2210269967915104
0.9,1.1791546708220746,music/37.wav,-0.1034218972328237,-1.4899783572950644,-0.5623516250806534,0.683463563416959,2.0219065402463428,-0.09863270843743475,-0.48094568712613484,-0.09138220951287349,-0.7842332588844029,-2.114442427488744,3.4224961484577774,-0.09851574032204383,0.46998183722385084,3.214588183992451,3.2210269967915104
