time,mean_tension,piece,rating1,rating2,rating3,rating4,rating5,rating6,rating7,rating8,rating9,rating10,rating11,rating12,rating13,rating14
0.0,,music/57.wav,,,,,,,,,,,,,,
0.1,0.7746837060595215,music/57.wav,-0.439865780846844,1.0953608096232368,-1.4051104176605196,1.1766400713711054,-0.7197750782394913,2.148195595218354,0.6641620527534172,0.5062321047097782,0.9839729229139007,-0.7100034106043285,1.5782260373039623,1.1499199055005307,0.656374904203014,0.5808595629174294
0.2,0.770861599485845,music/57.wav,-0.4740328300893786,1.0953608096232368,-1.4051104176605196,1.1766400713711054,-0.7197750782394913,2.1464628364179466,0.6641620527534172,0.5062321047097782,0.9839729229139007,-0.7100034106043285,1.5782260373039623,1.1499199055005307,0.656374904203014,0.5808595629174294
0.30000000000000004,0.6987650339218691,music/57.wav,-0.4740328300893786,1.0953608096232368,-1.4051104176605196,1.1766400713711054,-0.7197750782394913,2.1464628364179466,0.6641620527534172,0.5062321047097782,0.9839729229139007,-1.2300955062488377,1.5782260373039623,1.1499199055005307,0.656374904203014,0.4237719895992803
0.4,0.5286739329024854,music/57.wav,-0.4740328300893786,1.0953608096232368,-1.4051104176605196,1.1766400713711054,-0.7197750782394913,2.1464628364179466,0.6641620527534172,0.5062321047097782,0.9839729229139007,-2.140011592441111,1.5782260373039623,1.1499199055005307,0.656374904203014,-0.2639224980379501
0.5,0.48627107336696573,music/57.wav,-0.3534966112093272,0.7337206357760873,-1.4051104176605196,1.1766400713711054,-0.7197750782394913,2.1464628364179466,0.6641620527534172,0.5062321047097782,0.9839729229139007,-2.223876417237429,1.5782260373039623,1.1499199055005307,0.656374904203014,-0.3372300322530864
0.6000000000000001,0.39438451490821863,music/57.wav,-0.6311487900841007,0.353435779960338,-1.4083337222488284,1.1766400713711054,-0.7197750782394913,2.1464628364179466,0.6641620527534172,0.5062321047097782,0.9839729229139007,-2.223876417237429,1.5782260373039623,1.1069172471930198,0.8186340614046725,-0.6583868488146356
0.7000000000000001,0.007009648978454465,music/57.wav,-1.2814293675133697,0.12732496409311472,-1.8434798416705238,1.1766400713711054,-0.7197750782394913,2.1464628364179466,0.6641620527534172,0.5062321047097782,0.9839729229139007,-2.223876417237429,1.5782260373039623,1.048199331696718,-0.9783343316749586,-1.1296495687690828
0.8,-0.24103683618122948,music/57.wav,-1.3372929184291376,0.042854105004808775,-2.1980433463844977,1.1766400713711054,-0.7197750782394913,2.1464628364179466,0.6641620527534172,0.5062321047097782,0.9839729229139007,-2.223876417237429,1.5782260373039623,1.0446098240888235,-2.289532726357489,-1.6497839782002874
0.9,-0.32794318645246007,music/57.wav,-1.3372929184291376,-0.04751471220274191,-2.1980433463844977,1.1766400713711054,-0.7197750782394913,2.1464628364179466,0.6641620527534172,0.5062321047097782,0.9839729229139007,-2.2610094783951813,1.5782260373039623,1.0446098240888235,-2.315055380956991,-2.3130426210991395
1.0,-0.43670384169990256,music/57.wav,-1.3372929184291376,-0.10718103599865815,-2.210936564737733,1.1766400713711054,-0.7197750782394913,2.1464628364179466,0.6641620527534172,0.5062321047097782,0.9839729229139007,-2.735249959373809,1.5782260373039623,1.0446098240888235,-2.315055380956991,-2.787796176016212
1.1,-0.460420327975733,music/57.wav,-1.3934329820903835,-0.14218494658915798,-2.2238297830909683,1.1766400713711054,-0.7197750782394913,2.1464628364179466,0.6641620527534172,0.5062321047097782,0.9839729229139007,-2.8295381894998806,1.5782260373039623,1.0446098240888235,-2.315055380956991,-2.8122320207545908
1.2000000000000002,-0.5485304076228681,music/57.wav,-1.7316302262800605,-0.2044752129770848,-2.2463929152091304,1.1766400713711054,-0.7197750782394913,2.1464628364179466,0.6641620527534172,0.5062321047097782,0.9839729229139007,-2.8295381894998806,1.5782260373039623,0.7957908713485636,-2.4219035117255205,-2.861103710231348
1.3,-0.6372694137347468,music/57.wav,-1.7540593685609707,-0.2558748048774408,-2.233499696855895,1.1766400713711054,-0.7197750782394913,2.1464628364179466,0.6641620527534172,0.5062321047097782,0.9839729229139007,-2.8295381894998806,1.5782260373039623,0.25336448287998853,-2.55080411159976,-2.9623379241474885
