time,rating1,rating2,rating3,rating4,rating5,rating6,rating7,rating8,rating9,rating10,rating11,rating12,rating13,rating14,rating15,rating16,rating17,rating18,rating19,rating20,rating21,rating22,rating23,rating24,rating25,rating26,rating27,rating28,rating29,rating30,piece
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,music/Schubert.wav
0.02,0.9968749682108561,-0.19305555555555556,-0.5844132357804233,-0.2066758700779506,-0.18710318671332465,0.07916666666666666,0.05734592013888889,-0.5716317070855035,-0.08452380952380953,-0.23876410590277777,-0.46517901950412327,0.4000828213161892,-0.22777777777777777,-0.35657968521118166,0.17857142857142858,0.6072917938232422,0.18288472493489583,0.35233569675021703,0.053125,-0.7061919610342317,0.3971071031358507,-0.21666666666666667,-0.18740849194729137,0.08129840426974827,-1.0,-0.3379669189453125,0.068505859375,0.18425460636515914,-0.25480869838169645,0.23046875,music/Schubert.wav
0.04,0.9979166984558105,-0.19305555555555556,-0.5844132357804233,-0.2066758700779506,-0.18710318671332465,0.07916666666666666,0.05734592013888889,-0.5716317070855035,-0.08452380952380953,-0.23876410590277777,-0.46517901950412327,0.4000828213161892,-0.22777777777777777,-0.35657968521118166,0.17857142857142858,0.6072917938232422,0.18288472493489583,0.35233569675021703,0.053125,-0.7061919610342317,0.3971071031358507,-0.21805555555555556,-0.18740849194729137,0.08129840426974827,-1.0,-0.3379669189453125,0.068505859375,0.18425460636515914,-0.25480869838169645,0.23046875,music/Schubert.wav
0.060000000000000005,0.998958428700765,-0.19305555555555556,-0.5844132357804233,-0.2066758700779506,-0.18710318671332465,0.07916666666666666,0.05734592013888889,-0.5716317070855035,-0.08452380952380953,-0.23876410590277777,-0.46517901950412327,0.4000828213161892,-0.22777777777777777,-0.35657968521118166,0.17857142857142858,0.6072917938232422,0.18288472493489583,0.35233569675021703,0.053125,-0.7061919610342317,0.3971071031358507,-0.21805555555555556,-0.18740849194729137,0.08129840426974827,-1.0,-0.3379669189453125,0.068505859375,0.18425460636515914,-0.25480869838169645,0.23046875,music/Schubert.wav
0.08,0.998958428700765,-0.19305555555555556,-0.5844132357804233,-0.2066758700779506,-0.18710318671332465,0.07916666666666666,0.05734592013888889,-0.5716317070855035,-0.08452380952380953,-0.23876410590277777,-0.46517901950412327,0.4000828213161892,-0.22777777777777777,-0.35657968521118166,0.17857142857142858,0.6072917938232422,0.18288472493489583,0.35233569675021703,0.053125,-0.7061919610342317,0.3971071031358507,-0.21805555555555556,-0.19912152269399708,0.08129840426974827,-1.0,-0.3379669189453125,0.068505859375,0.18425460636515914,-0.25480869838169645,0.23046875,music/Schubert.wav
0.1,0.998958428700765,-0.19305555555555556,-0.5844132357804233,-0.2066758700779506,-0.18710318671332465,0.08020833333333334,0.05734592013888889,-0.5716317070855035,-0.08452380952380953,-0.23876410590277777,-0.46517901950412327,0.4000828213161892,-0.22777777777777777,-0.35657968521118166,0.17857142857142858,0.6072917938232422,0.18288472493489583,0.35233569675021703,0.053125,-0.7061919610342317,0.3971071031358507,-0.21805555555555556,-0.20644216691068815,0.08129840426974827,-1.0,-0.3379669189453125,0.068505859375,0.18425460636515914,-0.25480869838169645,0.23046875,music/Schubert.wav
0.12000000000000001,0.998958428700765,-0.19305555555555556,-0.5844132357804233,-0.2066758700779506,-0.18710318671332465,0.08229166666666667,0.05734592013888889,-0.5716317070855035,-0.08452380952380953,-0.23876410590277777,-0.46517901950412327,0.4000828213161892,-0.22777777777777777,-0.35657968521118166,0.17857142857142858,0.6072917938232422,0.18288472493489583,0.35233569675021703,0.053125,-0.7061919610342317,0.3971071031358507,-0.21805555555555556,-0.21376281112737922,0.08129840426974827,-1.0,-0.3379669189453125,0.068505859375,0.18425460636515914,-0.25480869838169645,0.23046875,music/Schubert.wav
0.14,0.998958428700765,-0.19305555555555556,-0.5844132357804233,-0.2066758700779506,-0.18710318671332465,0.08645833333333333,0.05734592013888889,-0.5716317070855035,-0.08452380952380953,-0.23876410590277777,-0.46517901950412327,0.4000828213161892,-0.22777777777777777,-0.35657968521118166,0.17857142857142858,0.6072917938232422,0.18288472493489583,0.35233569675021703,0.053125,-0.7061919610342317,0.3971071031358507,-0.21805555555555556,-0.21961932650073207,0.08129840426974827,-1.0,-0.3379669189453125,0.068505859375,0.18425460636515914,-0.25480869838169645,0.23046875,music/Schubert.wav
0.16,0.998958428700765,-0.19305555555555556,-0.5844132357804233,-0.2066758700779506,-0.18710318671332465,0.10104166666666667,0.05734592013888889,-0.5716317070855035,-0.08452380952380953,-0.23876410590277777,-0.46517901950412327,0.4000828213161892,-0.22777777777777777,-0.35657968521118166,0.17857142857142858,0.6072917938232422,0.18288472493489583,0.35233569675021703,0.053125,-0.7061919610342317,0.3971071031358507,-0.21805555555555556,-0.22840409956076135,0.08129840426974827,-1.0,-0.3379669189453125,0.068505859375,0.18425460636515914,-0.25480869838169645,0.23046875,music/Schubert.wav
0.18000000000000002,0.998958428700765,-0.19305555555555556,-0.5844132357804233,-0.2066758700779506,-0.18710318671332465,0.109375,0.05734592013888889,-0.5716317070855035,-0.08452380952380953,-0.23876410590277777,-0.46517901950412327,0.4000828213161892,-0.22777777777777777,-0.35657968521118166,0.17857142857142858,0.6072917938232422,0.18288472493489583,0.35233569675021703,0.053125,-0.7061919610342317,0.3971071031358507,-0.21805555555555556,-0.24743777452415813,0.08129840426974827,-1.0,-0.3379669189453125,0.068505859375,0.18425460636515914,-0.25480869838169645,0.23046875,music/Schubert.wav
0.2,0.998958428700765,-0.19305555555555556,-0.5844132357804233,-0.2066758700779506,-0.18710318671332465,0.11041666666666666,0.05734592013888889,-0.5716317070855035,-0.08452380952380953,-0.23876410590277777,-0.46517901950412327,0.4000828213161892,-0.22777777777777777,-0.35657968521118166,-0.3277310924369748,0.6072917938232422,0.18288472493489583,0.35233569675021703,0.053125,-0.7061919610342317,0.3971071031358507,-0.21805555555555556,-0.2591508052708638,0.08129840426974827,-1.0,-0.3379669189453125,0.068505859375,0.18425460636515914,-0.25480869838169645,0.23046875,music/Schubert.wav
